Selection,Features,Classifier,Param1,Param2,Param3,Param4,Param5,Accuracy,Var
mutual_info_classif,98,KNN,3,distance,,,minkowski,0.958035736,0.000183535
mutual_info_classif,98,KNN,3,uniform,,,euclidean,0.958035736,0.000165607
chi2,70,KNN,3,uniform,,,euclidean,0.958029724,0.000111931
f_classif,115,SVM,Polynomial,0.812727273,8,2.333333333,,0.958029724,0.000111931
f_classif,115,SVM,Polynomial,0.823636364,8,2.333333333,,0.958029724,0.000111931
f_classif,115,SVM,Polynomial,0.834545455,8,2.333333333,,0.958029724,0.000111931
f_classif,115,SVM,Polynomial,0.845454545,8,2.333333333,,0.958029724,0.000111931
mutual_info_classif,115,KNN,3,distance,,,minkowski,0.958029724,0.000147788
f_classif,140,SVM,Polynomial,0.78,8,2.333333333,,0.958029724,0.000183644
f_classif,140,SVM,Polynomial,0.790909091,8,2.333333333,,0.958029724,0.000183644
f_classif,140,SVM,Polynomial,0.801818182,8,2.333333333,,0.958029724,0.000183644
f_classif,140,SVM,Polynomial,0.812727273,8,2.333333333,,0.958029724,0.000183644
f_classif,140,SVM,Polynomial,0.823636364,8,2.333333333,,0.958029724,0.000183644
f_classif,140,SVM,Polynomial,0.834545455,8,2.333333333,,0.958029724,0.000183644
f_classif,140,SVM,Polynomial,0.845454545,8,2.333333333,,0.958029724,0.000183644
f_classif,140,SVM,Polynomial,0.856363636,8,2.333333333,,0.958029724,0.000183644
f_classif,140,SVM,Polynomial,0.867272727,8,2.333333333,,0.958029724,0.000183644
f_classif,140,SVM,Polynomial,0.878181818,8,2.333333333,,0.958029724,0.000183644
f_classif,140,SVM,Polynomial,0.878181818,11,1.666666667,,0.958029724,0.000111931
f_classif,140,SVM,Polynomial,0.889090909,8,2.333333333,,0.958029724,0.000183644
f_classif,140,SVM,Polynomial,0.889090909,11,1.666666667,,0.958029724,0.000111931
f_classif,140,SVM,Polynomial,0.9,8,2.333333333,,0.958029724,0.000183644
f_classif,140,SVM,Polynomial,0.9,11,1.666666667,,0.958029724,0.000111931
mutual_info_classif,140,SVM,Polynomial,0.78,10,1.666666667,,0.958029724,0.000111931
mutual_info_classif,140,SVM,Polynomial,0.856363636,10,1.666666667,,0.958029724,0.000111931
mutual_info_classif,140,SVM,Polynomial,0.867272727,10,1.666666667,,0.958029724,0.000111931
mutual_info_classif,140,SVM,Polynomial,0.878181818,10,1.666666667,,0.958029724,0.000111931
mutual_info_classif,140,SVM,Polynomial,0.889090909,10,1.666666667,,0.958029724,0.000111931
mutual_info_classif,140,SVM,Polynomial,0.9,10,1.666666667,,0.958029724,0.000111931
f_classif,50,KNN,5,distance,,,minkowski,0.958023712,9.42E-05
f_classif,115,SVM,Polynomial,0.9,11,1.666666667,,0.958023712,7.03E-05
f_classif,115,KNN,3,uniform,,,euclidean,0.958023712,0.000124065
mutual_info_classif,115,SVM,Polynomial,0.78,10,1.666666667,,0.958023712,7.03E-05
mutual_info_classif,115,KNN,9,distance,,,euclidean,0.958023712,7.03E-05
chi2,140,SVM,Polynomial,0.823636364,8,2.333333333,,0.958023712,9.42E-05
chi2,140,SVM,Polynomial,0.834545455,8,2.333333333,,0.958023712,9.42E-05
f_classif,115,SVM,Polynomial,0.823636364,10,1.666666667,,0.9580177,5.26E-05
f_classif,115,SVM,Polynomial,0.834545455,10,1.666666667,,0.9580177,5.26E-05
f_classif,115,SVM,Polynomial,0.845454545,10,1.666666667,,0.9580177,5.26E-05
f_classif,115,SVM,Polynomial,0.856363636,10,1.666666667,,0.9580177,5.26E-05
f_classif,115,SVM,Polynomial,0.867272727,10,1.666666667,,0.9580177,5.26E-05
f_classif,115,KNN,3,distance,,,minkowski,0.9580177,5.26E-05
f_classif,140,SVM,Polynomial,0.9,9,1.666666667,,0.9580177,4.07E-05
chi2,187,SVM,Polynomial,0.801818182,10,1.666666667,,0.9580177,5.26E-05
chi2,187,SVM,Polynomial,0.812727273,10,1.666666667,,0.9580177,5.26E-05
chi2,187,SVM,Polynomial,0.823636364,10,1.666666667,,0.9580177,5.26E-05
mutual_info_classif,70,SVM,Polynomial,0.889090909,11,1.666666667,,0.958011687,7.09E-05
mutual_info_classif,85,SVM,Polynomial,0.834545455,10,1.666666667,,0.958011687,4.10E-05
mutual_info_classif,85,SVM,Polynomial,0.867272727,10,1.666666667,,0.958011687,7.09E-05
mutual_info_classif,85,SVM,Polynomial,0.878181818,10,1.666666667,,0.958011687,7.09E-05
mutual_info_classif,85,SVM,Polynomial,0.889090909,10,1.666666667,,0.958011687,7.09E-05
mutual_info_classif,85,SVM,Polynomial,0.9,10,1.666666667,,0.958011687,7.09E-05
f_classif,98,SVM,Polynomial,0.801818182,10,1.666666667,,0.958011687,4.10E-05
f_classif,98,SVM,Polynomial,0.812727273,10,1.666666667,,0.958011687,4.10E-05
f_classif,98,SVM,Polynomial,0.823636364,10,1.666666667,,0.958011687,4.10E-05
f_classif,98,SVM,Polynomial,0.834545455,10,1.666666667,,0.958011687,4.10E-05
mutual_info_classif,98,SVM,Polynomial,0.867272727,8,1.666666667,,0.958011687,2.31E-05
mutual_info_classif,98,SVM,Polynomial,0.878181818,8,1.666666667,,0.958011687,2.31E-05
mutual_info_classif,98,SVM,Polynomial,0.889090909,8,1.666666667,,0.958011687,2.31E-05
mutual_info_classif,98,SVM,Polynomial,0.9,8,1.666666667,,0.958011687,2.31E-05
mutual_info_classif,98,KNN,3,distance,,,manhattan,0.958011687,4.10E-05
f_classif,140,SVM,Polynomial,0.856363636,9,1.666666667,,0.958011687,2.31E-05
f_classif,140,KNN,3,distance,,,euclidean,0.958011687,1.71E-05
f_classif,187,SVM,Polynomial,0.78,10,1.666666667,,0.958011687,4.10E-05
f_classif,187,SVM,Polynomial,0.790909091,10,1.666666667,,0.958011687,4.10E-05
f_classif,187,SVM,Polynomial,0.867272727,10,1.666666667,,0.958011687,4.10E-05
f_classif,187,SVM,Polynomial,0.878181818,10,1.666666667,,0.958011687,4.10E-05
f_classif,187,SVM,Polynomial,0.889090909,10,1.666666667,,0.958011687,4.10E-05
mutual_info_classif,187,SVM,Polynomial,0.78,10,1.666666667,,0.958011687,4.10E-05
mutual_info_classif,187,SVM,Polynomial,0.790909091,10,1.666666667,,0.958011687,4.10E-05
mutual_info_classif,187,SVM,Polynomial,0.867272727,10,1.666666667,,0.958011687,4.10E-05
mutual_info_classif,187,SVM,Polynomial,0.878181818,10,1.666666667,,0.958011687,4.10E-05
mutual_info_classif,187,SVM,Polynomial,0.889090909,10,1.666666667,,0.958011687,4.10E-05
f_classif,85,KNN,1,uniform,,,euclidean,0.958005675,4.14E-05
f_classif,85,KNN,1,distance,,,euclidean,0.958005675,4.14E-05
f_classif,140,KNN,1,uniform,,,manhattan,0.958005675,7.72E-05
f_classif,140,KNN,1,distance,,,manhattan,0.958005675,7.72E-05
mutual_info_classif,140,SVM,Polynomial,0.823636364,9,1.666666667,,0.958005675,1.75E-05
mutual_info_classif,140,SVM,Polynomial,0.834545455,9,1.666666667,,0.958005675,1.75E-05
mutual_info_classif,140,SVM,Polynomial,0.845454545,9,1.666666667,,0.958005675,1.75E-05
mutual_info_classif,140,SVM,Polynomial,0.856363636,9,1.666666667,,0.958005675,1.75E-05
mutual_info_classif,140,SVM,Polynomial,0.867272727,9,1.666666667,,0.958005675,1.75E-05
mutual_info_classif,70,SVM,Polynomial,0.790909091,7,2.333333333,,0.957999663,5.38E-05
mutual_info_classif,70,SVM,Polynomial,0.878181818,9,1.666666667,,0.957999663,2.39E-05
mutual_info_classif,85,KNN,5,distance,,,manhattan,0.957999663,5.38E-05
chi2,85,KNN,3,uniform,,,manhattan,0.957999663,2.39E-05
mutual_info_classif,50,SVM,Polynomial,0.78,7,2.333333333,,0.957993651,6.53E-06
mutual_info_classif,50,SVM,Polynomial,0.867272727,7,2.333333333,,0.957993651,6.53E-06
mutual_info_classif,50,SVM,Polynomial,0.878181818,7,2.333333333,,0.957993651,6.53E-06
mutual_info_classif,50,SVM,Polynomial,0.889090909,7,2.333333333,,0.957993651,6.53E-06
mutual_info_classif,50,SVM,Polynomial,0.9,7,2.333333333,,0.957993651,6.53E-06
mutual_info_classif,50,KNN,1,uniform,,,manhattan,0.957993651,6.53E-06
mutual_info_classif,50,KNN,1,distance,,,manhattan,0.957993651,6.53E-06
mutual_info_classif,50,SVM,Polynomial,0.812727273,7,2.333333333,,0.957987639,1.91E-05
mutual_info_classif,85,KNN,3,distance,,,manhattan,0.957987639,0.000168501
chi2,98,KNN,3,distance,,,minkowski,0.95703172,0.000149672
f_classif,115,SVM,Polynomial,0.856363636,8,2.333333333,,0.95703172,0.000131743
f_classif,115,SVM,Polynomial,0.867272727,8,2.333333333,,0.95703172,0.000131743
f_classif,115,SVM,Polynomial,0.878181818,8,2.333333333,,0.95703172,0.000131743
f_classif,115,SVM,Polynomial,0.889090909,8,2.333333333,,0.95703172,0.000131743
mutual_info_classif,115,KNN,5,distance,,,minkowski,0.95703172,0.000125767
f_classif,98,KNN,3,uniform,,,euclidean,0.957025708,0.000155817
f_classif,115,KNN,5,distance,,,minkowski,0.957025708,9.61E-05
chi2,140,SVM,Polynomial,0.889090909,10,1.666666667,,0.957025708,8.41E-05
chi2,140,SVM,Polynomial,0.9,10,1.666666667,,0.957025708,8.41E-05
mutual_info_classif,70,SVM,Polynomial,0.78,8,2.333333333,,0.957019696,0.000144106
mutual_info_classif,70,SVM,Polynomial,0.790909091,8,2.333333333,,0.957019696,0.000144106
mutual_info_classif,70,SVM,Polynomial,0.801818182,8,2.333333333,,0.957019696,0.000144106
mutual_info_classif,70,RF,100,gini,50,,,0.957019696,7.24E-05
mutual_info_classif,85,RF,200,gini,None,,,0.957019696,7.24E-05
f_classif,98,KNN,1,uniform,,,manhattan,0.957019696,0.000197891
f_classif,98,KNN,1,distance,,,manhattan,0.957019696,0.000197891
mutual_info_classif,140,KNN,3,uniform,,,manhattan,0.957019696,7.24E-05
mutual_info_classif,140,KNN,3,distance,,,manhattan,0.957019696,5.45E-05
chi2,140,SVM,Polynomial,0.845454545,8,2.333333333,,0.957019696,7.24E-05
mutual_info_classif,70,SVM,Polynomial,0.78,11,1.666666667,,0.957013683,6.08E-05
mutual_info_classif,70,SVM,Polynomial,0.790909091,11,1.666666667,,0.957013683,6.08E-05
mutual_info_classif,70,SVM,Polynomial,0.801818182,11,1.666666667,,0.957013683,6.08E-05
mutual_info_classif,70,RF,300,entropy,None,,,0.957013683,6.08E-05
mutual_info_classif,85,RF,200,entropy,50,,,0.957013683,9.66E-05
chi2,85,KNN,1,uniform,,,euclidean,0.957013683,3.69E-05
chi2,85,KNN,1,distance,,,euclidean,0.957013683,3.69E-05
chi2,85,Voting,Hard,,,,,0.957013683,6.08E-05
f_classif,98,SVM,Polynomial,0.78,11,1.666666667,,0.957013683,6.08E-05
f_classif,98,SVM,Polynomial,0.790909091,11,1.666666667,,0.957013683,6.08E-05
f_classif,98,SVM,Polynomial,0.801818182,11,1.666666667,,0.957013683,6.08E-05
f_classif,98,SVM,Polynomial,0.812727273,11,1.666666667,,0.957013683,6.08E-05
f_classif,98,SVM,Polynomial,0.823636364,11,1.666666667,,0.957013683,6.08E-05
f_classif,98,SVM,Polynomial,0.834545455,11,1.666666667,,0.957013683,6.08E-05
mutual_info_classif,98,KNN,3,uniform,,,manhattan,0.957013683,6.08E-05
chi2,98,KNN,1,uniform,,,minkowski,0.957013683,0.00014442
chi2,98,KNN,1,distance,,,minkowski,0.957013683,0.00014442
chi2,98,KNN,3,uniform,,,euclidean,0.957013683,2.49E-05
mutual_info_classif,115,KNN,3,distance,,,manhattan,0.957013683,3.69E-05
mutual_info_classif,115,RF,300,entropy,50,,,0.957013683,6.08E-05
mutual_info_classif,140,SVM,Polynomial,0.823636364,8,1.666666667,,0.957013683,3.69E-05
mutual_info_classif,140,SVM,Polynomial,0.834545455,8,1.666666667,,0.957013683,3.69E-05
mutual_info_classif,140,SVM,Polynomial,0.845454545,8,1.666666667,,0.957013683,3.69E-05
mutual_info_classif,140,SVM,Polynomial,0.856363636,8,1.666666667,,0.957013683,3.69E-05
mutual_info_classif,140,SVM,Polynomial,0.867272727,8,1.666666667,,0.957013683,3.69E-05
mutual_info_classif,140,SVM,Polynomial,0.878181818,8,1.666666667,,0.957013683,3.69E-05
mutual_info_classif,140,SVM,Polynomial,0.889090909,8,1.666666667,,0.957013683,3.69E-05
mutual_info_classif,140,KNN,9,distance,,,euclidean,0.957013683,2.49E-05
f_classif,187,SVM,Polynomial,0.9,10,1.666666667,,0.957013683,3.69E-05
mutual_info_classif,187,SVM,Polynomial,0.9,10,1.666666667,,0.957013683,3.69E-05
chi2,187,SVM,Polynomial,0.78,10,1.666666667,,0.957013683,3.69E-05
chi2,187,SVM,Polynomial,0.790909091,10,1.666666667,,0.957013683,3.69E-05
chi2,187,SVM,Polynomial,0.834545455,10,1.666666667,,0.957013683,3.69E-05
chi2,187,SVM,Polynomial,0.845454545,10,1.666666667,,0.957013683,3.69E-05
chi2,187,SVM,Polynomial,0.856363636,10,1.666666667,,0.957013683,3.69E-05
chi2,187,SVM,Polynomial,0.867272727,10,1.666666667,,0.957013683,3.69E-05
mutual_info_classif,70,SVM,Polynomial,0.812727273,11,1.666666667,,0.957007671,6.11E-05
mutual_info_classif,70,SVM,Polynomial,0.823636364,11,1.666666667,,0.957007671,6.11E-05
mutual_info_classif,70,SVM,Polynomial,0.834545455,11,1.666666667,,0.957007671,6.11E-05
mutual_info_classif,70,SVM,Polynomial,0.845454545,11,1.666666667,,0.957007671,6.11E-05
mutual_info_classif,70,SVM,Polynomial,0.856363636,11,1.666666667,,0.957007671,6.11E-05
mutual_info_classif,70,SVM,Polynomial,0.867272727,11,1.666666667,,0.957007671,6.11E-05
mutual_info_classif,70,SVM,Polynomial,0.878181818,11,1.666666667,,0.957007671,6.11E-05
mutual_info_classif,70,KNN,3,distance,,,euclidean,0.957007671,7.36E-06
chi2,70,KNN,5,uniform,,,manhattan,0.957007671,1.33E-05
mutual_info_classif,98,RF,100,entropy,None,,,0.957007671,1.33E-05
mutual_info_classif,98,RF,300,entropy,None,,,0.957007671,6.11E-05
f_classif,140,SVM,Polynomial,0.823636364,9,1.666666667,,0.957007671,1.33E-05
f_classif,140,SVM,Polynomial,0.834545455,9,1.666666667,,0.957007671,1.33E-05
f_classif,140,SVM,Polynomial,0.845454545,9,1.666666667,,0.957007671,1.33E-05
chi2,140,KNN,1,uniform,,,manhattan,0.957007671,0.000102973
chi2,140,KNN,1,distance,,,manhattan,0.957007671,0.000102973
mutual_info_classif,50,SVM,Polynomial,0.801818182,9,1.666666667,,0.957001659,1.84E-06
mutual_info_classif,50,SVM,Polynomial,0.9,9,1.666666667,,0.957001659,1.84E-06
mutual_info_classif,70,SVM,Polynomial,0.867272727,9,1.666666667,,0.957001659,1.38E-05
f_classif,85,KNN,5,uniform,,,manhattan,0.957001659,1.38E-05
mutual_info_classif,115,SVM,Polynomial,0.889090909,9,1.666666667,,0.957001659,1.84E-06
mutual_info_classif,115,SVM,Polynomial,0.9,9,1.666666667,,0.957001659,1.84E-06
mutual_info_classif,115,KNN,5,distance,,,manhattan,0.957001659,1.38E-05
mutual_info_classif,50,SVM,Polynomial,0.823636364,9,1.666666667,,0.956995647,2.37E-06
mutual_info_classif,98,SVM,Polynomial,0.812727273,7,2.333333333,,0.956995647,2.63E-05
mutual_info_classif,98,SVM,Polynomial,0.823636364,7,2.333333333,,0.956995647,2.63E-05
mutual_info_classif,98,SVM,Polynomial,0.834545455,7,2.333333333,,0.956995647,2.63E-05
mutual_info_classif,98,SVM,Polynomial,0.845454545,7,2.333333333,,0.956995647,2.63E-05
mutual_info_classif,98,SVM,Polynomial,0.856363636,7,2.333333333,,0.956995647,2.63E-05
mutual_info_classif,98,SVM,Polynomial,0.867272727,7,2.333333333,,0.956995647,2.63E-05
mutual_info_classif,98,SVM,Polynomial,0.878181818,7,2.333333333,,0.956995647,2.63E-05
mutual_info_classif,98,SVM,Polynomial,0.889090909,7,2.333333333,,0.956995647,2.63E-05
mutual_info_classif,98,SVM,Polynomial,0.9,7,2.333333333,,0.956995647,2.63E-05
mutual_info_classif,50,SVM,Polynomial,0.790909091,7,2.333333333,,0.956989635,1.49E-05
mutual_info_classif,50,SVM,Polynomial,0.801818182,7,2.333333333,,0.956989635,1.49E-05
mutual_info_classif,85,KNN,3,uniform,,,manhattan,0.956989635,0.000194205
mutual_info_classif,50,SVM,Polynomial,0.823636364,10,1.666666667,,0.956983623,3.35E-05
mutual_info_classif,50,SVM,Polynomial,0.834545455,10,1.666666667,,0.956983623,3.35E-05
mutual_info_classif,50,SVM,Polynomial,0.845454545,10,1.666666667,,0.956983623,3.35E-05
mutual_info_classif,50,SVM,Polynomial,0.856363636,10,1.666666667,,0.956983623,3.35E-05
mutual_info_classif,50,SVM,Polynomial,0.867272727,10,1.666666667,,0.956983623,3.35E-05
mutual_info_classif,50,SVM,Polynomial,0.878181818,10,1.666666667,,0.956983623,3.35E-05
mutual_info_classif,50,SVM,Polynomial,0.889090909,10,1.666666667,,0.956983623,3.35E-05
mutual_info_classif,50,SVM,Polynomial,0.9,10,1.666666667,,0.956983623,3.35E-05
f_classif,70,SVM,Polynomial,0.78,11,1.666666667,,0.956033716,0.000143588
f_classif,70,SVM,Polynomial,0.790909091,11,1.666666667,,0.956033716,0.000143588
f_classif,70,SVM,Polynomial,0.801818182,11,1.666666667,,0.956033716,0.000143588
f_classif,70,SVM,Polynomial,0.812727273,11,1.666666667,,0.956033716,0.000143588
f_classif,70,SVM,Polynomial,0.823636364,11,1.666666667,,0.956033716,0.000143588
f_classif,70,SVM,Polynomial,0.878181818,11,1.666666667,,0.956033716,0.000143588
f_classif,70,SVM,Polynomial,0.889090909,11,1.666666667,,0.956033716,0.000143588
f_classif,70,SVM,Polynomial,0.9,11,1.666666667,,0.956033716,0.000143588
chi2,85,KNN,3,uniform,,,minkowski,0.956033716,0.000143588
mutual_info_classif,115,KNN,3,uniform,,,euclidean,0.956033716,0.000143588
mutual_info_classif,140,KNN,3,distance,,,euclidean,0.956033716,0.000143588
mutual_info_classif,70,SVM,Polynomial,0.790909091,7,3,,0.956027704,0.000245338
mutual_info_classif,70,SVM,Polynomial,0.834545455,7,3,,0.956027704,0.000245338
mutual_info_classif,70,SVM,Polynomial,0.867272727,7,3,,0.956027704,0.000191554
chi2,70,KNN,3,distance,,,minkowski,0.956027704,0.000119841
f_classif,98,KNN,5,distance,,,minkowski,0.956027704,9.59E-05
f_classif,115,SVM,Polynomial,0.9,8,2.333333333,,0.956027704,0.000101912
mutual_info_classif,140,SVM,Polynomial,0.889090909,11,1.666666667,,0.956027704,0.000119841
mutual_info_classif,140,SVM,Polynomial,0.9,11,1.666666667,,0.956027704,0.000119841
chi2,140,SVM,Polynomial,0.878181818,10,1.666666667,,0.956027704,0.000101912
mutual_info_classif,70,SVM,Polynomial,0.812727273,8,2.333333333,,0.956021692,0.000179831
mutual_info_classif,70,SVM,Polynomial,0.823636364,8,2.333333333,,0.956021692,0.000179831
mutual_info_classif,70,SVM,Polynomial,0.834545455,8,2.333333333,,0.956021692,0.000179831
mutual_info_classif,70,SVM,Polynomial,0.845454545,8,2.333333333,,0.956021692,0.000179831
mutual_info_classif,70,SVM,Polynomial,0.856363636,8,2.333333333,,0.956021692,0.000179831
mutual_info_classif,70,SVM,Polynomial,0.867272727,8,2.333333333,,0.956021692,0.000179831
mutual_info_classif,70,SVM,Polynomial,0.878181818,8,2.333333333,,0.956021692,0.000179831
mutual_info_classif,70,SVM,Polynomial,0.889090909,8,2.333333333,,0.956021692,0.000179831
mutual_info_classif,70,SVM,Polynomial,0.9,8,2.333333333,,0.956021692,0.000179831
mutual_info_classif,85,RF,100,entropy,None,,,0.956021692,9.62E-05
mutual_info_classif,85,RF,200,gini,50,,,0.956021692,0.000132022
mutual_info_classif,115,RF,300,gini,50,,,0.956021692,9.62E-05
mutual_info_classif,140,SVM,Polynomial,0.78,11,1.666666667,,0.956021692,7.23E-05
mutual_info_classif,140,SVM,Polynomial,0.790909091,11,1.666666667,,0.956021692,7.23E-05
mutual_info_classif,140,SVM,Polynomial,0.801818182,11,1.666666667,,0.956021692,7.23E-05
mutual_info_classif,140,SVM,Polynomial,0.812727273,11,1.666666667,,0.956021692,7.23E-05
mutual_info_classif,140,SVM,Polynomial,0.823636364,11,1.666666667,,0.956021692,7.23E-05
mutual_info_classif,140,KNN,5,distance,,,minkowski,0.956021692,6.03E-05
chi2,140,SVM,Polynomial,0.812727273,8,2.333333333,,0.956021692,9.62E-05
chi2,140,SVM,Polynomial,0.856363636,8,2.333333333,,0.956021692,9.62E-05
chi2,140,SVM,Polynomial,0.867272727,8,2.333333333,,0.956021692,9.62E-05
chi2,140,SVM,Polynomial,0.878181818,8,2.333333333,,0.956021692,9.62E-05
chi2,140,SVM,Polynomial,0.889090909,8,2.333333333,,0.956021692,9.62E-05
chi2,140,SVM,Polynomial,0.9,8,2.333333333,,0.956021692,9.62E-05
f_classif,70,KNN,5,uniform,,,euclidean,0.956015679,3.67E-05
mutual_info_classif,70,RF,200,gini,None,,,0.956015679,3.67E-05
f_classif,98,KNN,3,distance,,,minkowski,0.956015679,3.67E-05
mutual_info_classif,98,SVM,Polynomial,0.78,8,1.666666667,,0.956015679,3.67E-05
mutual_info_classif,98,SVM,Polynomial,0.790909091,8,1.666666667,,0.956015679,3.67E-05
mutual_info_classif,98,SVM,Polynomial,0.801818182,8,1.666666667,,0.956015679,3.67E-05
mutual_info_classif,98,SVM,Polynomial,0.812727273,8,1.666666667,,0.956015679,3.67E-05
mutual_info_classif,98,RF,200,entropy,50,,,0.956015679,5.46E-05
mutual_info_classif,115,KNN,3,uniform,,,manhattan,0.956015679,5.46E-05
mutual_info_classif,115,RF,200,entropy,50,,,0.956015679,8.45E-05
chi2,187,SVM,Polynomial,0.878181818,10,1.666666667,,0.956015679,3.67E-05
chi2,187,SVM,Polynomial,0.889090909,10,1.666666667,,0.956015679,3.67E-05
chi2,187,SVM,Polynomial,0.9,10,1.666666667,,0.956015679,3.67E-05
mutual_info_classif,85,KNN,1,uniform,,,euclidean,0.956009667,2.51E-05
mutual_info_classif,85,KNN,1,distance,,,euclidean,0.956009667,2.51E-05
f_classif,98,SVM,Polynomial,0.845454545,11,1.666666667,,0.956009667,4.90E-05
f_classif,98,SVM,Polynomial,0.856363636,11,1.666666667,,0.956009667,4.90E-05
f_classif,98,SVM,Polynomial,0.878181818,11,1.666666667,,0.956009667,8.49E-05
f_classif,98,SVM,Polynomial,0.889090909,11,1.666666667,,0.956009667,8.49E-05
f_classif,98,SVM,Polynomial,0.9,11,1.666666667,,0.956009667,8.49E-05
mutual_info_classif,115,SVM,Polynomial,0.78,9,1.666666667,,0.956009667,1.32E-05
mutual_info_classif,115,SVM,Polynomial,0.790909091,9,1.666666667,,0.956009667,1.32E-05
mutual_info_classif,115,SVM,Polynomial,0.801818182,9,1.666666667,,0.956009667,1.32E-05
mutual_info_classif,115,SVM,Polynomial,0.9,8,1.666666667,,0.956009667,1.32E-05
mutual_info_classif,115,RF,300,entropy,None,,,0.956009667,2.51E-05
mutual_info_classif,140,SVM,Polynomial,0.78,9,1.666666667,,0.956009667,1.32E-05
mutual_info_classif,140,SVM,Polynomial,0.790909091,9,1.666666667,,0.956009667,1.32E-05
mutual_info_classif,140,SVM,Polynomial,0.801818182,9,1.666666667,,0.956009667,1.32E-05
mutual_info_classif,140,SVM,Polynomial,0.812727273,8,1.666666667,,0.956009667,2.51E-05
mutual_info_classif,140,SVM,Polynomial,0.812727273,9,1.666666667,,0.956009667,1.32E-05
mutual_info_classif,140,SVM,Polynomial,0.9,8,1.666666667,,0.956009667,2.51E-05
f_classif,187,SVM,Polynomial,0.845454545,9,1.666666667,,0.956009667,1.32E-05
