simple_player,better_player,2,0,1
simple_player,better_player,2,0,1
simple_player,better_player,2,0,1
simple_player,better_player,2,0,1
simple_player,better_player,2,0,1
simple_player,better_player,10,0,1
simple_player,better_player,10,0,1
simple_player,better_player,10,0,1
simple_player,better_player,10,0,1
simple_player,better_player,10,0,1
simple_player,better_player,50,0,1
simple_player,better_player,50,0,1
simple_player,better_player,50,0,1
simple_player,better_player,50,0,1
simple_player,better_player,50,0,1
simple_player,min_max_player,2,0.5,0.5
simple_player,min_max_player,2,0.5,0.5
simple_player,min_max_player,2,0.5,0.5
simple_player,min_max_player,2,0.5,0.5
simple_player,min_max_player,2,0.5,0.5
simple_player,min_max_player,10,0.5,0.5
simple_player,min_max_player,10,0.5,0.5
simple_player,min_max_player,10,0.5,0.5
simple_player,min_max_player,10,0.5,0.5
simple_player,min_max_player,10,0.5,0.5
simple_player,min_max_player,50,0.5,0.5
simple_player,min_max_player,50,0.5,0.5
simple_player,min_max_player,50,0.5,0.5
simple_player,min_max_player,50,0.5,0.5
simple_player,min_max_player,50,0.5,0.5
simple_player,alpha_beta_player,2,1,0
simple_player,alpha_beta_player,2,1,0
simple_player,alpha_beta_player,2,1,0
simple_player,alpha_beta_player,2,1,0
simple_player,alpha_beta_player,2,1,0
simple_player,alpha_beta_player,10,1,0
simple_player,alpha_beta_player,10,1,0
simple_player,alpha_beta_player,10,1,0
simple_player,alpha_beta_player,10,1,0
simple_player,alpha_beta_player,10,1,0
simple_player,alpha_beta_player,50,1,0
simple_player,alpha_beta_player,50,1,0
simple_player,alpha_beta_player,50,1,0
simple_player,alpha_beta_player,50,1,0
simple_player,alpha_beta_player,50,1,0
better_player,simple_player,2,1,0
better_player,simple_player,2,1,0
better_player,simple_player,2,1,0
better_player,simple_player,2,1,0
better_player,simple_player,2,1,0
better_player,simple_player,10,1,0
better_player,simple_player,10,1,0
better_player,simple_player,10,1,0
better_player,simple_player,10,1,0
better_player,simple_player,10,1,0
better_player,simple_player,50,1,0
better_player,simple_player,50,1,0
better_player,simple_player,50,1,0
better_player,simple_player,50,1,0
better_player,simple_player,50,1,0
better_player,min_max_player,2,1,0
better_player,min_max_player,2,1,0
better_player,min_max_player,2,1,0
better_player,min_max_player,2,1,0
better_player,min_max_player,2,1,0
better_player,min_max_player,10,1,0
better_player,min_max_player,10,1,0
better_player,min_max_player,10,1,0
better_player,min_max_player,10,1,0
better_player,min_max_player,10,1,0
better_player,min_max_player,50,1,0
better_player,min_max_player,50,1,0
better_player,min_max_player,50,1,0
better_player,min_max_player,50,1,0
better_player,min_max_player,50,1,0
better_player,alpha_beta_player,2,0,1
better_player,alpha_beta_player,2,0,1
better_player,alpha_beta_player,2,0,1
better_player,alpha_beta_player,2,0,1
better_player,alpha_beta_player,2,0,1
better_player,alpha_beta_player,10,0,1
better_player,alpha_beta_player,10,0,1
better_player,alpha_beta_player,10,0,1
better_player,alpha_beta_player,10,0,1
better_player,alpha_beta_player,10,0,1
better_player,alpha_beta_player,50,0,1
better_player,alpha_beta_player,50,0,1
better_player,alpha_beta_player,50,0,1
better_player,alpha_beta_player,50,0,1
better_player,alpha_beta_player,50,0,1
min_max_player,simple_player,2,0,1
min_max_player,simple_player,2,0,1
min_max_player,simple_player,2,0,1
min_max_player,simple_player,2,0,1
min_max_player,simple_player,2,0,1
min_max_player,simple_player,10,0,1
min_max_player,simple_player,10,0,1
min_max_player,simple_player,10,0,1
min_max_player,simple_player,10,0,1
min_max_player,simple_player,10,0,1
min_max_player,simple_player,50,0,1
min_max_player,simple_player,50,0,1
min_max_player,simple_player,50,0,1
min_max_player,simple_player,50,0,1
min_max_player,simple_player,50,0,1
min_max_player,better_player,2,0,1
min_max_player,better_player,2,0,1
min_max_player,better_player,2,0,1
min_max_player,better_player,2,0,1
min_max_player,better_player,2,0,1
min_max_player,better_player,10,0,1
min_max_player,better_player,10,0,1
min_max_player,better_player,10,0,1
min_max_player,better_player,10,0,1
min_max_player,better_player,10,0,1
min_max_player,better_player,50,0,1
min_max_player,better_player,50,0,1
min_max_player,better_player,50,0,1
min_max_player,better_player,50,0,1
min_max_player,better_player,50,0,1
min_max_player,alpha_beta_player,2,0,1
min_max_player,alpha_beta_player,2,0,1
min_max_player,alpha_beta_player,2,0,1
min_max_player,alpha_beta_player,2,0,1
min_max_player,alpha_beta_player,2,0,1
min_max_player,alpha_beta_player,10,0,1
min_max_player,alpha_beta_player,10,0,1
min_max_player,alpha_beta_player,10,0,1
min_max_player,alpha_beta_player,10,0,1
min_max_player,alpha_beta_player,10,0,1
min_max_player,alpha_beta_player,50,0,1
min_max_player,alpha_beta_player,50,0,1
min_max_player,alpha_beta_player,50,0,1
min_max_player,alpha_beta_player,50,0,1
min_max_player,alpha_beta_player,50,0,1
alpha_beta_player,simple_player,2,0,1
alpha_beta_player,simple_player,2,0,1
alpha_beta_player,simple_player,2,0,1
alpha_beta_player,simple_player,2,0,1
alpha_beta_player,simple_player,2,0,1
alpha_beta_player,simple_player,10,0,1
alpha_beta_player,simple_player,10,0,1
alpha_beta_player,simple_player,10,0,1
alpha_beta_player,simple_player,10,0,1
alpha_beta_player,simple_player,10,0,1
alpha_beta_player,simple_player,50,0,1
alpha_beta_player,simple_player,50,0,1
alpha_beta_player,simple_player,50,0,1
alpha_beta_player,simple_player,50,0,1
alpha_beta_player,simple_player,50,0,1
alpha_beta_player,better_player,2,0,1
alpha_beta_player,better_player,2,0,1
alpha_beta_player,better_player,2,0,1
alpha_beta_player,better_player,2,0,1
alpha_beta_player,better_player,2,0,1
alpha_beta_player,better_player,10,0,1
alpha_beta_player,better_player,10,0,1
alpha_beta_player,better_player,10,0,1
alpha_beta_player,better_player,10,0,1
alpha_beta_player,better_player,10,0,1
alpha_beta_player,better_player,50,0,1
alpha_beta_player,better_player,50,0,1
alpha_beta_player,better_player,50,0,1
alpha_beta_player,better_player,50,0,1
alpha_beta_player,better_player,50,0,1
alpha_beta_player,min_max_player,2,0,1
alpha_beta_player,min_max_player,2,0,1
alpha_beta_player,min_max_player,2,0,1
alpha_beta_player,min_max_player,2,0,1
alpha_beta_player,min_max_player,2,0,1
alpha_beta_player,min_max_player,10,0,1
alpha_beta_player,min_max_player,10,0,1
alpha_beta_player,min_max_player,10,0,1
alpha_beta_player,min_max_player,10,0,1
alpha_beta_player,min_max_player,10,0,1
alpha_beta_player,min_max_player,50,0,1
alpha_beta_player,min_max_player,50,0,1
alpha_beta_player,min_max_player,50,0,1
alpha_beta_player,min_max_player,50,0,1
alpha_beta_player,min_max_player,50,0,1
