ReflexAgent,1,RandomGhost,capsuleClassic,-455.95,9.472956346932607e-05,0
ReflexAgent,1,RandomGhost,contestClassic,314.55,0.00010480067245123138,0
ReflexAgent,1,RandomGhost,mediumClassic,-46.8,0.0001291855639787351,0
ReflexAgent,1,RandomGhost,minimaxClassic,111.25,7.428370024028578e-05,0
ReflexAgent,1,RandomGhost,openClassic,563.35,0.00015526926725376044,0
ReflexAgent,1,RandomGhost,originalClassic,176.6,0.00014497977159439487,1
ReflexAgent,1,RandomGhost,smallClassic,-231.3,0.0001195140086923954,0
ReflexAgent,1,RandomGhost,testClassic,497.9,8.436779737762934e-05,0
ReflexAgent,1,RandomGhost,trappedClassic,-501.7,6.530565374037799e-05,0
ReflexAgent,1,RandomGhost,trickyClassic,38.45,0.00011722628665101101,0
ReflexAgent,1,DirectionalGhost,capsuleClassic,-320.65,0.00011878961708113463,0
ReflexAgent,1,DirectionalGhost,contestClassic,-114.5,0.00011044959344807462,0
ReflexAgent,1,DirectionalGhost,mediumClassic,-104.1,0.00011298060417175293,0
ReflexAgent,1,DirectionalGhost,minimaxClassic,-240.85,7.225150492653918e-05,0
ReflexAgent,1,DirectionalGhost,openClassic,798.8,0.00015342654496699,0
ReflexAgent,1,DirectionalGhost,originalClassic,151.15,0.00017948614063084155,0
ReflexAgent,1,DirectionalGhost,smallClassic,-327.25,0.0001328655124939594,0
ReflexAgent,1,DirectionalGhost,testClassic,528.8,8.612987585365772e-05,0
ReflexAgent,1,DirectionalGhost,trappedClassic,-501.35,6.94239581072772e-05,0
ReflexAgent,1,DirectionalGhost,trickyClassic,-252.15,0.0001240556285245825,0
BetterAgent,1,RandomGhost,capsuleClassic,89.45,0.00028341830133677955,0
BetterAgent,1,RandomGhost,contestClassic,995.6,0.00033571184590298165,0
BetterAgent,1,RandomGhost,mediumClassic,1206.45,0.00034459691343754594,0
BetterAgent,1,RandomGhost,minimaxClassic,312.15,0.00021167290516388722,0
BetterAgent,1,RandomGhost,openClassic,648.95,0.0004939140710315837,0
BetterAgent,1,RandomGhost,originalClassic,1563.15,0.000956549490254297,4
BetterAgent,1,RandomGhost,smallClassic,461.2,0.0006926570095320746,0
BetterAgent,1,RandomGhost,testClassic,514.0,0.0006496333714687463,0
BetterAgent,1,RandomGhost,trappedClassic,15.0,0.00040536880493164063,0
BetterAgent,1,RandomGhost,trickyClassic,591.95,0.0008063107354200566,1
BetterAgent,1,DirectionalGhost,capsuleClassic,-44.35,0.0006600043384895629,0
BetterAgent,1,DirectionalGhost,contestClassic,345.45,0.0006994965975679646,0
BetterAgent,1,DirectionalGhost,mediumClassic,233.5,0.0009356307260917895,0
BetterAgent,1,DirectionalGhost,minimaxClassic,-90.2,0.0002738038698832194,0
BetterAgent,1,DirectionalGhost,openClassic,973.0,0.0011712214093149444,0
BetterAgent,1,DirectionalGhost,originalClassic,964.45,0.0014437154236717274,1
BetterAgent,1,DirectionalGhost,smallClassic,72.8,0.0007026712410151958,0
BetterAgent,1,DirectionalGhost,testClassic,551.3,0.00042480334172265453,0
BetterAgent,1,DirectionalGhost,trappedClassic,-450.3,0.00029228044592815894,0
BetterAgent,1,DirectionalGhost,trickyClassic,249.0,0.0008531989951582321,0
